Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,WeekStatus,Day_of_week,Load_Type,Leading_Current_Power_Factor,Lagging_Current_Power_Factor
7.74,0.00,25.02,Weekday,Thursday,Medium_Load,29.55,100.00
3.42,5.65,0.00,Weekend,Sunday,Maximum_Load,100.00,51.78
6.77,0.00,19.69,Weekday,Thursday,Medium_Load,32.51,100.00
19.30,21.38,0.00,Weekday,Tuesday,Light_Load,100.00,67.01
30.13,0.83,2.77,Weekend,Sunday,Medium_Load,99.58,99.96
3.06,0.00,16.78,Weekend,Sunday,Light_Load,17.94,100.00
99.47,50.65,0.00,Weekday,Thursday,Maximum_Load,100.00,89.11
4.61,5.08,0.00,Weekday,Friday,Light_Load,100.00,67.20
4.50,0.00,21.53,Weekday,Tuesday,Maximum_Load,20.46,100.00
74.48,36.36,0.00,Weekday,Monday,Maximum_Load,100.00,89.86
4.21,4.25,0.00,Weekend,Sunday,Light_Load,100.00,70.38
8.89,0.25,15.73,Weekday,Thursday,Medium_Load,49.20,99.96
3.28,0.00,17.10,Weekend,Saturday,Light_Load,18.84,100.00
2.77,5.08,0.00,Weekend,Saturday,Light_Load,100.00,47.87
3.42,2.92,0.00,Weekend,Saturday,Maximum_Load,100.00,76.05
71.14,38.99,0.00,Weekday,Wednesday,Medium_Load,100.00,87.69
53.14,30.89,0.00,Weekday,Thursday,Medium_Load,100.00,86.45
72.97,28.33,0.00,Weekday,Wednesday,Medium_Load,100.00,93.22
3.67,7.27,0.00,Weekday,Friday,Medium_Load,100.00,45.06
82.48,39.89,0.00,Weekday,Friday,Light_Load,100.00,90.02
35.93,16.42,7.70,Weekend,Saturday,Maximum_Load,97.78,90.95
59.87,33.23,0.00,Weekday,Thursday,Maximum_Load,100.00,87.44
96.26,40.79,0.00,Weekday,Wednesday,Maximum_Load,100.00,92.07
122.94,69.26,0.00,Weekday,Tuesday,Maximum_Load,100.00,87.13
3.35,3.53,0.00,Weekday,Friday,Light_Load,100.00,68.84
68.54,45.68,0.00,Weekday,Friday,Maximum_Load,100.00,83.21
69.05,9.72,0.79,Weekend,Saturday,Medium_Load,99.99,99.02
38.59,1.55,0.40,Weekend,Saturday,Maximum_Load,99.99,99.92
46.22,20.48,0.00,Weekday,Monday,Medium_Load,100.00,91.43
62.53,51.59,0.00,Weekday,Friday,Light_Load,100.00,77.14
2.81,4.32,0.00,Weekday,Monday,Light_Load,100.00,54.53
2.77,5.26,0.00,Weekend,Sunday,Light_Load,100.00,46.60
2.59,4.97,0.00,Weekend,Saturday,Light_Load,100.00,46.21
85.14,25.88,0.00,Weekday,Wednesday,Medium_Load,100.00,95.68
53.75,29.88,0.00,Weekday,Wednesday,Maximum_Load,100.00,87.40
64.19,20.16,4.90,Weekday,Tuesday,Maximum_Load,99.71,95.41
42.55,7.16,0.29,Weekday,Tuesday,Maximum_Load,100.00,98.61
2.88,0.00,10.40,Weekday,Monday,Light_Load,26.69,100.00
70.52,40.07,0.00,Weekday,Wednesday,Maximum_Load,100.00,86.94
3.53,4.18,0.00,Weekend,Sunday,Light_Load,100.00,64.52
3.06,5.87,0.00,Weekend,Saturday,Light_Load,100.00,46.23
3.49,0.00,17.35,Weekend,Sunday,Light_Load,19.72,100.00
50.94,39.17,0.00,Weekday,Friday,Medium_Load,100.00,79.27
4.00,4.39,0.00,Weekend,Saturday,Light_Load,100.00,67.35
2.74,5.11,0.00,Weekend,Sunday,Light_Load,100.00,47.26
2.70,5.29,0.00,Weekend,Saturday,Light_Load,100.00,45.46
3.20,0.00,17.89,Weekday,Wednesday,Medium_Load,17.61,100.00
4.79,6.62,0.00,Weekday,Friday,Light_Load,100.00,58.62
2.52,4.93,0.00,Weekday,Wednesday,Light_Load,100.00,45.51
62.42,21.35,0.00,Weekday,Monday,Maximum_Load,100.00,94.62
2.52,4.39,0.00,Weekend,Sunday,Light_Load,100.00,49.78
3.67,0.00,12.96,Weekday,Friday,Medium_Load,27.25,100.00
36.58,32.54,0.00,Weekday,Thursday,Light_Load,100.00,74.72
39.96,29.74,0.00,Weekday,Tuesday,Light_Load,100.00,80.22
100.98,55.19,0.00,Weekday,Tuesday,Medium_Load,100.00,87.75
3.17,5.98,0.00,Weekday,Wednesday,Light_Load,100.00,46.84
2.95,5.94,0.00,Weekend,Sunday,Light_Load,100.00,44.48
3.31,6.62,0.00,Weekday,Thursday,Light_Load,100.00,44.72
3.20,4.82,0.00,Weekday,Friday,Light_Load,100.00,55.31
59.80,14.11,0.00,Weekday,Tuesday,Maximum_Load,100.00,97.33
83.38,36.65,0.00,Weekday,Tuesday,Maximum_Load,100.00,91.55
34.74,27.94,0.00,Weekend,Sunday,Light_Load,100.00,77.92
2.56,4.93,0.00,Weekend,Sunday,Light_Load,100.00,46.08
5.18,0.00,25.85,Weekend,Sunday,Light_Load,19.65,100.00
4.00,0.00,15.01,Weekday,Tuesday,Medium_Load,25.75,100.00
2.95,0.00,17.03,Weekend,Sunday,Light_Load,17.07,100.00
3.28,0.00,13.64,Weekend,Sunday,Light_Load,23.38,100.00
3.85,4.07,0.00,Weekday,Wednesday,Light_Load,100.00,68.72
30.20,0.50,1.33,Weekend,Saturday,Medium_Load,99.90,99.99
61.85,37.62,0.00,Weekday,Wednesday,Maximum_Load,100.00,85.44
3.13,3.42,0.00,Weekday,Monday,Light_Load,100.00,67.51
68.11,28.51,0.00,Weekday,Tuesday,Maximum_Load,100.00,92.24
7.31,0.00,26.71,Weekday,Thursday,Medium_Load,26.40,100.00
3.17,3.17,0.00,Weekday,Wednesday,Light_Load,100.00,70.71
2.84,0.00,11.59,Weekend,Sunday,Light_Load,23.80,100.00
2.95,4.50,0.00,Weekday,Wednesday,Light_Load,100.00,54.83
51.77,14.04,0.50,Weekday,Wednesday,Maximum_Load,100.00,96.51
3.46,4.28,0.00,Weekend,Sunday,Light_Load,100.00,62.87
3.92,3.89,0.00,Weekday,Friday,Light_Load,100.00,70.98
60.19,20.81,0.00,Weekday,Friday,Maximum_Load,100.00,94.51
40.00,14.47,4.21,Weekday,Tuesday,Maximum_Load,99.45,94.04
5.47,0.00,26.46,Weekday,Thursday,Medium_Load,20.24,100.00
53.50,28.37,0.00,Weekday,Monday,Maximum_Load,100.00,88.35
3.06,3.64,0.00,Weekday,Thursday,Light_Load,100.00,64.35
3.06,0.00,12.89,Weekend,Sunday,Light_Load,23.10,100.00
33.70,1.26,5.04,Weekday,Monday,Medium_Load,98.90,99.93
75.46,38.20,0.00,Weekday,Wednesday,Light_Load,100.00,89.22
3.56,2.66,0.00,Weekday,Tuesday,Light_Load,100.00,80.11
3.02,5.62,0.00,Weekday,Friday,Light_Load,100.00,47.34
40.14,29.45,0.00,Weekday,Tuesday,Light_Load,100.00,80.63
60.55,32.51,0.00,Weekday,Tuesday,Maximum_Load,100.00,88.10
2.95,4.28,0.00,Weekend,Saturday,Light_Load,100.00,56.75
3.06,5.90,0.00,Weekday,Tuesday,Light_Load,100.00,46.04
105.70,49.82,0.00,Weekday,Friday,Maximum_Load,100.00,90.46
4.61,7.70,0.00,Weekend,Sunday,Light_Load,100.00,51.37
2.56,4.18,0.00,Weekend,Sunday,Light_Load,100.00,52.23
6.19,0.00,16.96,Weekday,Wednesday,Medium_Load,34.29,100.00
3.02,3.20,0.00,Weekday,Wednesday,Light_Load,100.00,68.64
57.24,29.59,0.00,Weekday,Friday,Medium_Load,100.00,88.83
44.50,10.80,0.32,Weekend,Sunday,Medium_Load,100.00,97.18
39.20,16.70,0.00,Weekday,Monday,Medium_Load,100.00,92.00
4.00,0.00,6.73,Weekday,Wednesday,Medium_Load,51.09,100.00
84.20,37.73,0.00,Weekday,Tuesday,Maximum_Load,100.00,91.26
53.53,5.47,1.48,Weekend,Saturday,Maximum_Load,99.96,99.48
42.19,30.67,0.00,Weekday,Monday,Maximum_Load,100.00,80.89
105.12,31.86,0.00,Weekday,Wednesday,Medium_Load,100.00,95.70
3.02,0.00,16.49,Weekend,Sunday,Light_Load,18.01,100.00
61.02,16.78,0.00,Weekday,Wednesday,Medium_Load,100.00,96.42
3.17,4.64,0.00,Weekday,Friday,Light_Load,100.00,56.41
3.17,6.19,0.00,Weekday,Wednesday,Light_Load,100.00,45.58
2.99,5.58,0.00,Weekday,Wednesday,Light_Load,100.00,47.23
94.97,35.06,0.00,Weekday,Tuesday,Medium_Load,100.00,93.81
3.64,6.66,0.00,Weekday,Friday,Light_Load,100.00,47.96
3.42,0.00,17.28,Weekend,Sunday,Light_Load,19.42,100.00
99.83,48.13,0.00,Weekday,Friday,Medium_Load,100.00,90.08
70.31,38.27,0.00,Weekday,Tuesday,Light_Load,100.00,87.83
3.49,0.00,14.11,Weekday,Tuesday,Light_Load,24.01,100.00
67.61,39.82,0.00,Weekday,Friday,Medium_Load,100.00,86.17
2.70,4.21,0.00,Weekend,Sunday,Light_Load,100.00,53.98
26.32,0.58,1.84,Weekend,Saturday,Maximum_Load,99.76,99.98
2.92,5.87,0.00,Weekend,Saturday,Light_Load,100.00,44.54
3.85,3.89,0.00,Weekend,Saturday,Light_Load,100.00,70.34
61.24,52.34,0.00,Weekday,Wednesday,Maximum_Load,100.00,76.02
82.58,46.33,0.00,Weekday,Monday,Medium_Load,100.00,87.21
44.14,11.27,0.00,Weekend,Sunday,Maximum_Load,100.00,96.89
11.38,0.36,18.47,Weekday,Thursday,Medium_Load,52.46,99.95
58.54,27.22,0.00,Weekday,Tuesday,Maximum_Load,100.00,90.68
5.94,0.00,20.38,Weekend,Saturday,Medium_Load,27.98,100.00
89.21,41.29,0.00,Weekday,Monday,Light_Load,100.00,90.75
4.14,0.00,4.18,Weekend,Sunday,Light_Load,70.37,100.00
3.31,0.00,9.25,Weekend,Sunday,Light_Load,33.69,100.00
2.84,4.72,0.00,Weekday,Friday,Light_Load,100.00,51.56
3.49,0.00,22.10,Weekend,Sunday,Light_Load,15.60,100.00
3.67,4.54,0.00,Weekday,Tuesday,Light_Load,100.00,62.87
70.09,26.60,0.00,Weekday,Monday,Medium_Load,100.00,93.49
82.26,36.76,0.00,Weekday,Monday,Maximum_Load,100.00,91.30
109.58,56.20,0.00,Weekday,Tuesday,Maximum_Load,100.00,88.98
3.02,4.21,0.00,Weekday,Tuesday,Light_Load,100.00,58.29
58.32,25.70,0.00,Weekday,Thursday,Medium_Load,100.00,91.51
3.17,2.92,0.00,Weekday,Thursday,Light_Load,100.00,73.55
5.44,0.00,26.57,Weekday,Wednesday,Medium_Load,20.06,100.00
2.99,4.39,0.00,Weekday,Friday,Light_Load,100.00,56.29
3.02,3.67,0.00,Weekday,Thursday,Light_Load,100.00,63.54
6.37,5.36,0.00,Weekday,Friday,Light_Load,100.00,76.52
3.13,3.35,0.00,Weekend,Sunday,Light_Load,100.00,68.27
5.00,2.41,0.79,Weekday,Wednesday,Light_Load,98.77,90.08
44.35,32.47,0.00,Weekday,Friday,Light_Load,100.00,80.69
3.06,4.36,0.00,Weekday,Tuesday,Light_Load,100.00,57.45
3.64,0.00,17.57,Weekend,Saturday,Medium_Load,20.29,100.00
33.30,2.52,0.86,Weekend,Sunday,Maximum_Load,99.97,99.71
2.59,0.00,12.02,Weekday,Wednesday,Light_Load,21.06,100.00
46.30,18.11,0.00,Weekday,Tuesday,Maximum_Load,100.00,93.13
2.88,5.69,0.00,Weekday,Thursday,Medium_Load,100.00,45.16
3.28,5.00,0.00,Weekday,Monday,Light_Load,100.00,54.85
5.04,6.16,0.00,Weekday,Thursday,Light_Load,100.00,63.32
146.88,70.49,0.00,Weekday,Monday,Maximum_Load,100.00,90.16
3.24,4.61,0.00,Weekday,Wednesday,Light_Load,100.00,57.50
2.63,5.00,0.00,Weekend,Sunday,Light_Load,100.00,46.55
8.10,1.66,15.55,Weekday,Wednesday,Medium_Load,46.20,97.96
3.67,0.00,18.47,Weekend,Saturday,Medium_Load,19.49,100.00
2.88,5.83,0.00,Weekday,Monday,Light_Load,100.00,44.29
4.57,8.10,0.00,Weekday,Tuesday,Light_Load,100.00,49.14
80.24,53.03,0.00,Weekday,Thursday,Light_Load,100.00,83.43
45.11,15.84,0.00,Weekday,Friday,Maximum_Load,100.00,94.35
4.97,0.00,26.89,Weekend,Sunday,Light_Load,18.17,100.00
3.17,5.18,0.00,Weekend,Saturday,Light_Load,100.00,52.20
86.62,19.87,0.83,Weekday,Thursday,Maximum_Load,100.00,97.47
3.92,6.95,0.00,Weekday,Monday,Light_Load,100.00,49.13
3.24,4.39,0.00,Weekday,Wednesday,Light_Load,100.00,59.38
130.21,55.94,0.00,Weekday,Monday,Medium_Load,100.00,91.88
71.35,55.48,0.00,Weekday,Monday,Maximum_Load,100.00,78.94
3.60,3.24,0.04,Weekend,Saturday,Light_Load,99.99,74.33
3.49,5.15,0.00,Weekday,Thursday,Medium_Load,100.00,56.10
3.46,0.00,12.74,Weekend,Sunday,Light_Load,26.21,100.00
4.61,0.00,18.00,Weekend,Saturday,Light_Load,24.81,100.00
3.60,3.92,0.00,Weekday,Monday,Light_Load,100.00,67.64
2.84,4.18,0.00,Weekday,Wednesday,Light_Load,100.00,56.20
59.11,29.38,0.00,Weekday,Monday,Maximum_Load,100.00,89.55
6.41,0.00,25.60,Weekend,Saturday,Medium_Load,24.29,100.00
86.54,38.16,0.00,Weekday,Thursday,Maximum_Load,100.00,91.50
2.66,4.90,0.00,Weekday,Thursday,Light_Load,100.00,47.71
2.56,5.47,0.00,Weekday,Wednesday,Light_Load,100.00,42.39
4.64,4.46,0.00,Weekday,Wednesday,Light_Load,100.00,72.10
90.25,32.33,0.00,Weekday,Monday,Maximum_Load,100.00,94.14
2.77,5.40,0.00,Weekend,Sunday,Light_Load,100.00,45.64
86.11,38.38,0.00,Weekday,Monday,Medium_Load,100.00,91.34
3.74,0.00,24.84,Weekday,Monday,Medium_Load,14.89,100.00
5.58,0.00,26.28,Weekend,Saturday,Light_Load,20.77,100.00
2.88,6.26,0.00,Weekday,Friday,Light_Load,100.00,41.80
69.80,11.16,0.68,Weekday,Thursday,Medium_Load,100.00,98.75
50.26,29.48,0.00,Weekday,Friday,Maximum_Load,100.00,86.26
3.06,4.25,0.00,Weekday,Wednesday,Light_Load,100.00,58.43
3.20,0.00,17.14,Weekend,Sunday,Light_Load,18.35,100.00
3.67,0.00,17.39,Weekend,Saturday,Light_Load,20.65,100.00
3.49,7.63,0.00,Weekend,Saturday,Light_Load,100.00,41.60
3.38,0.00,19.19,Weekend,Saturday,Light_Load,17.35,100.00
70.45,47.95,0.00,Weekday,Tuesday,Maximum_Load,100.00,82.67
60.77,27.50,0.00,Weekend,Saturday,Medium_Load,100.00,91.11
31.00,0.18,5.29,Weekend,Sunday,Maximum_Load,98.58,100.00
5.44,0.00,26.10,Weekday,Tuesday,Medium_Load,20.40,100.00
2.92,4.39,0.00,Weekday,Tuesday,Light_Load,100.00,55.38
3.56,3.92,0.00,Weekday,Friday,Light_Load,100.00,67.23
4.07,0.00,16.99,Weekday,Monday,Medium_Load,23.30,100.00
3.06,3.60,0.00,Weekday,Friday,Light_Load,100.00,64.76
3.89,0.00,16.16,Weekday,Monday,Medium_Load,23.40,100.00
3.46,0.00,11.16,Weekend,Sunday,Light_Load,29.61,100.00
3.56,3.49,0.00,Weekday,Monday,Light_Load,100.00,71.41
2.56,4.39,0.00,Weekend,Sunday,Light_Load,100.00,50.37
3.53,5.36,0.00,Weekday,Wednesday,Light_Load,100.00,55.00
4.32,4.39,0.00,Weekday,Wednesday,Light_Load,100.00,70.14
2.59,5.65,0.00,Weekday,Monday,Light_Load,100.00,41.67
3.35,3.60,0.00,Weekday,Friday,Light_Load,100.00,68.12
4.00,0.00,16.31,Weekend,Sunday,Medium_Load,23.82,100.00
3.42,5.51,0.00,Weekday,Thursday,Light_Load,100.00,52.74
2.77,5.62,0.00,Weekday,Monday,Light_Load,100.00,44.21
3.02,3.60,0.00,Weekday,Thursday,Light_Load,100.00,64.27
60.73,27.76,0.00,Weekday,Wednesday,Maximum_Load,100.00,90.95
62.50,38.38,0.32,Weekday,Monday,Maximum_Load,100.00,85.22
63.14,25.81,0.00,Weekday,Thursday,Light_Load,100.00,92.56
58.43,36.25,0.00,Weekday,Tuesday,Medium_Load,100.00,84.98
20.63,0.22,14.40,Weekend,Saturday,Medium_Load,82.00,99.99
3.64,4.39,0.00,Weekday,Wednesday,Light_Load,100.00,63.83
5.76,0.00,22.64,Weekday,Tuesday,Medium_Load,24.66,100.00
43.70,30.20,0.00,Weekday,Wednesday,Maximum_Load,100.00,82.27
2.88,4.68,0.00,Weekday,Monday,Light_Load,100.00,52.41
2.74,4.50,0.00,Weekday,Wednesday,Light_Load,100.00,52.01
3.10,3.17,0.00,Weekend,Saturday,Light_Load,100.00,69.92
3.06,3.85,0.00,Weekday,Monday,Light_Load,100.00,62.22
61.06,40.18,0.00,Weekday,Monday,Light_Load,100.00,83.54
134.60,66.24,0.00,Weekday,Monday,Maximum_Load,100.00,89.72
3.60,4.46,0.00,Weekday,Wednesday,Light_Load,100.00,62.81
2.70,5.18,0.00,Weekday,Wednesday,Light_Load,100.00,46.22
2.77,5.62,0.00,Weekday,Monday,Light_Load,100.00,44.21
41.83,15.84,0.00,Weekday,Friday,Maximum_Load,100.00,93.52
3.49,6.19,0.00,Weekend,Saturday,Light_Load,100.00,49.11
4.72,0.00,16.96,Weekday,Monday,Medium_Load,26.81,100.00
2.59,4.28,0.00,Weekday,Tuesday,Light_Load,100.00,51.77
2.84,4.39,0.00,Weekday,Monday,Light_Load,100.00,54.32
3.74,4.61,0.00,Weekday,Monday,Light_Load,100.00,63.00
53.75,30.89,0.00,Weekday,Friday,Maximum_Load,100.00,86.70
3.92,5.65,0.00,Weekday,Thursday,Light_Load,100.00,57.00
2.88,5.11,0.00,Weekday,Wednesday,Light_Load,100.00,49.10
37.51,0.04,4.36,Weekday,Friday,Medium_Load,99.33,100.00
2.66,3.78,0.00,Weekday,Tuesday,Light_Load,100.00,57.55
58.72,34.49,0.00,Weekday,Thursday,Maximum_Load,100.00,86.23
2.74,3.96,0.00,Weekend,Sunday,Light_Load,100.00,56.90
104.72,41.44,0.00,Weekday,Friday,Medium_Load,100.00,92.98
42.88,6.77,6.26,Weekday,Monday,Medium_Load,98.95,98.78
3.49,0.00,18.65,Weekend,Sunday,Light_Load,18.39,100.00
4.61,0.00,15.98,Weekday,Monday,Medium_Load,27.72,100.00
5.76,4.72,0.00,Weekday,Tuesday,Light_Load,100.00,77.35
39.71,29.63,0.00,Weekday,Tuesday,Light_Load,100.00,80.15
2.56,5.36,0.00,Weekday,Wednesday,Light_Load,100.00,43.10
2.81,5.44,0.00,Weekday,Wednesday,Medium_Load,100.00,45.89
77.72,39.60,0.00,Weekend,Saturday,Light_Load,100.00,89.10
2.70,5.08,0.00,Weekday,Friday,Light_Load,100.00,46.93
3.56,4.07,0.00,Weekday,Thursday,Light_Load,100.00,65.84
2.92,4.90,0.00,Weekday,Thursday,Light_Load,100.00,51.19
109.04,69.70,0.00,Weekday,Friday,Maximum_Load,100.00,84.26
68.54,10.15,1.08,Weekday,Thursday,Maximum_Load,99.99,98.92
57.53,25.85,0.00,Weekday,Wednesday,Maximum_Load,100.00,91.21
4.36,0.00,16.42,Weekday,Friday,Medium_Load,25.66,100.00
84.35,26.10,0.00,Weekday,Monday,Maximum_Load,100.00,95.53
36.50,12.89,0.72,Weekday,Tuesday,Medium_Load,99.98,94.29
67.07,36.14,0.00,Weekday,Thursday,Maximum_Load,100.00,88.03
64.22,44.96,0.00,Weekday,Wednesday,Maximum_Load,100.00,81.92
55.94,26.71,0.00,Weekday,Friday,Maximum_Load,100.00,90.24
3.71,3.82,0.00,Weekday,Thursday,Light_Load,100.00,69.67
56.81,35.32,0.00,Weekday,Friday,Light_Load,100.00,84.92
3.46,4.18,0.00,Weekend,Sunday,Light_Load,100.00,63.76
66.38,56.56,0.00,Weekday,Tuesday,Light_Load,100.00,76.12
4.90,7.63,0.00,Weekend,Saturday,Light_Load,100.00,54.04
2.99,4.72,0.00,Weekday,Wednesday,Light_Load,100.00,53.51
2.99,4.68,0.00,Weekday,Friday,Light_Load,100.00,53.84
30.06,3.13,0.61,Weekday,Friday,Medium_Load,99.98,99.46
3.89,3.74,0.00,Weekday,Wednesday,Light_Load,100.00,72.09
2.52,4.64,0.00,Weekend,Sunday,Light_Load,100.00,47.73
5.44,0.00,20.92,Weekend,Saturday,Light_Load,25.17,100.00
75.20,55.33,0.00,Weekday,Thursday,Medium_Load,100.00,80.55
3.02,4.43,0.00,Weekday,Wednesday,Light_Load,100.00,56.33
117.97,41.72,0.00,Weekday,Thursday,Medium_Load,100.00,94.28
60.55,43.06,0.00,Weekday,Friday,Light_Load,100.00,81.49
37.01,8.53,0.47,Weekend,Saturday,Maximum_Load,99.99,97.45
5.00,0.00,26.46,Weekend,Sunday,Light_Load,18.57,100.00
6.37,6.70,0.00,Weekday,Thursday,Light_Load,100.00,68.90
70.20,18.58,0.00,Weekday,Thursday,Medium_Load,100.00,96.67
4.07,0.00,8.71,Weekday,Friday,Medium_Load,42.33,100.00
34.31,8.28,2.30,Weekday,Monday,Medium_Load,99.78,97.21
57.38,25.74,0.00,Weekday,Monday,Maximum_Load,100.00,91.24
77.58,25.49,0.00,Weekday,Tuesday,Maximum_Load,100.00,95.00
2.70,4.07,0.00,Weekday,Tuesday,Light_Load,100.00,55.28
3.02,4.93,0.00,Weekday,Thursday,Light_Load,100.00,52.24
76.46,24.34,4.25,Weekday,Wednesday,Medium_Load,99.85,95.29
3.13,3.56,0.00,Weekday,Friday,Light_Load,100.00,66.03
3.53,3.71,0.00,Weekday,Tuesday,Light_Load,100.00,68.93
4.43,0.00,17.21,Weekend,Sunday,Medium_Load,24.93,100.00
100.30,77.58,0.00,Weekday,Thursday,Maximum_Load,100.00,79.10
2.84,4.39,0.00,Weekday,Monday,Light_Load,100.00,54.32
2.63,4.32,0.00,Weekend,Saturday,Light_Load,100.00,52.00
96.37,50.00,0.00,Weekday,Wednesday,Maximum_Load,100.00,88.76
3.67,4.18,0.00,Weekday,Friday,Light_Load,100.00,65.98
53.71,20.41,0.00,Weekday,Wednesday,Maximum_Load,100.00,93.48
58.03,21.24,0.00,Weekday,Thursday,Maximum_Load,100.00,93.91
3.38,0.00,13.39,Weekend,Sunday,Light_Load,24.47,100.00
5.26,0.00,21.31,Weekday,Friday,Medium_Load,23.96,100.00
38.95,28.58,0.00,Weekday,Wednesday,Light_Load,100.00,80.62
59.69,22.54,0.00,Weekday,Monday,Medium_Load,100.00,93.55
47.74,12.06,0.07,Weekday,Wednesday,Medium_Load,100.00,96.95
60.30,22.14,0.00,Weekday,Wednesday,Medium_Load,100.00,93.87
2.92,5.36,0.00,Weekday,Friday,Light_Load,100.00,47.84
2.92,2.66,0.00,Weekend,Saturday,Medium_Load,100.00,73.93
4.57,4.00,0.00,Weekend,Sunday,Maximum_Load,100.00,75.25
3.64,7.42,0.00,Weekday,Friday,Light_Load,100.00,44.04
2.59,3.67,0.00,Weekday,Monday,Light_Load,100.00,57.66
3.60,5.08,0.00,Weekday,Tuesday,Medium_Load,100.00,57.82
3.56,4.75,0.00,Weekend,Sunday,Light_Load,100.00,59.97
73.51,28.51,0.00,Weekday,Thursday,Maximum_Load,100.00,93.23
59.80,39.24,0.00,Weekday,Thursday,Maximum_Load,100.00,83.61
25.78,2.05,1.26,Weekend,Sunday,Maximum_Load,99.88,99.69
3.02,0.00,11.34,Weekend,Sunday,Light_Load,25.73,100.00
2.92,6.08,0.00,Weekend,Saturday,Light_Load,100.00,43.29
4.10,0.00,24.41,Weekend,Saturday,Light_Load,16.56,100.00
3.38,0.00,16.85,Weekend,Sunday,Light_Load,19.67,100.00
4.10,3.89,0.00,Weekend,Saturday,Light_Load,100.00,72.54
52.31,33.62,0.00,Weekday,Friday,Medium_Load,100.00,84.12
3.38,3.06,0.00,Weekend,Saturday,Light_Load,100.00,74.13
94.18,24.84,0.00,Weekend,Saturday,Maximum_Load,100.00,96.69
119.66,54.07,0.00,Weekday,Thursday,Maximum_Load,100.00,91.13
2.95,4.32,0.00,Weekend,Sunday,Light_Load,100.00,56.39
37.73,6.91,0.00,Weekend,Saturday,Medium_Load,100.00,98.36
2.99,6.48,0.00,Weekend,Sunday,Light_Load,100.00,41.90
39.49,29.70,0.00,Weekday,Monday,Light_Load,100.00,79.92
3.13,0.00,17.14,Weekend,Saturday,Light_Load,17.96,100.00
53.68,15.91,0.00,Weekday,Tuesday,Maximum_Load,100.00,95.88
5.36,6.19,0.00,Weekday,Wednesday,Maximum_Load,100.00,65.46
3.10,5.65,0.00,Weekday,Thursday,Light_Load,100.00,48.10
38.12,1.26,0.97,Weekend,Saturday,Medium_Load,99.97,99.95
2.59,0.00,7.09,Weekend,Sunday,Light_Load,34.31,100.00
100.26,33.44,0.00,Weekday,Friday,Medium_Load,100.00,94.86
2.81,0.00,13.79,Weekend,Sunday,Light_Load,19.97,100.00
77.29,28.33,0.00,Weekday,Tuesday,Medium_Load,100.00,93.89
3.89,6.80,0.00,Weekend,Saturday,Maximum_Load,100.00,49.66
4.50,5.47,0.00,Weekday,Tuesday,Light_Load,100.00,63.53
3.56,3.89,0.00,Weekday,Thursday,Light_Load,100.00,67.51
20.66,0.65,13.72,Weekday,Thursday,Medium_Load,83.30,99.95
2.59,3.67,0.00,Weekend,Sunday,Light_Load,100.00,57.66
25.60,11.05,0.00,Weekend,Saturday,Medium_Load,100.00,91.81
4.18,4.72,0.00,Weekday,Friday,Light_Load,100.00,66.30
3.42,0.00,15.01,Weekday,Thursday,Light_Load,22.22,100.00
126.43,56.84,0.00,Weekday,Monday,Medium_Load,100.00,91.21
46.19,19.37,0.00,Weekday,Wednesday,Maximum_Load,100.00,92.22
3.89,3.20,0.00,Weekday,Monday,Light_Load,100.00,77.23
54.50,34.13,0.00,Weekday,Thursday,Medium_Load,100.00,84.75
5.18,0.00,26.64,Weekday,Thursday,Medium_Load,19.09,100.00
68.22,36.86,0.00,Weekday,Thursday,Medium_Load,100.00,87.98
58.86,18.58,1.37,Weekday,Wednesday,Medium_Load,99.97,95.36
40.14,11.88,0.94,Weekend,Saturday,Maximum_Load,99.97,95.89
3.67,0.00,17.32,Weekday,Monday,Light_Load,20.73,100.00
4.14,3.20,0.22,Weekday,Tuesday,Light_Load,99.86,79.12
3.46,0.00,17.86,Weekend,Saturday,Medium_Load,19.02,100.00
3.17,0.00,16.96,Weekend,Sunday,Light_Load,18.37,100.00
5.58,0.00,26.39,Weekday,Tuesday,Medium_Load,20.69,100.00
2.84,0.00,4.75,Weekday,Wednesday,Medium_Load,51.32,100.00
3.71,5.54,0.00,Weekday,Monday,Medium_Load,100.00,55.64
61.16,22.75,0.00,Weekday,Thursday,Maximum_Load,100.00,93.73
3.74,0.00,22.46,Weekday,Wednesday,Medium_Load,16.43,100.00
2.66,4.86,0.00,Weekend,Sunday,Light_Load,100.00,48.01
2.59,5.72,0.00,Weekday,Tuesday,Light_Load,100.00,41.25
153.14,70.45,0.00,Weekday,Monday,Medium_Load,100.00,90.85
3.35,4.75,0.00,Weekday,Wednesday,Light_Load,100.00,57.63
28.12,0.00,10.26,Weekend,Sunday,Medium_Load,93.94,100.00
2.95,4.72,0.00,Weekday,Monday,Light_Load,100.00,53.00
3.10,3.67,0.00,Weekend,Sunday,Light_Load,100.00,64.53
2.99,5.00,0.00,Weekday,Thursday,Light_Load,100.00,51.32
4.86,4.68,0.00,Weekday,Tuesday,Medium_Load,100.00,72.03
76.68,40.64,0.00,Weekday,Wednesday,Maximum_Load,100.00,88.36
2.59,3.74,0.00,Weekday,Friday,Light_Load,100.00,56.93
79.56,44.28,0.00,Weekday,Wednesday,Maximum_Load,100.00,87.38
